comment,emo
敢出百万以上的国产也只有红旗了,正向
我以前不喜欢SUV看到这个喜欢上了表情表情,正向
感觉不是很霸气啊,负向
红旗优惠有点狠,中性
7就霸气了,正向
但是钱更霸气,正向
地盘和SUV差不多,中性
地盘和轿车差不多,中性
HS7大很多  超5米,中性
"非智联灵动最合适,韵动性价比最高",中性
功能越多毛病也多,中性
再往上觉得就是浪费了,中性
七毛一公里,中性
灵动19寸轮毂好看表情,正向
买灵动后期加装倒车影像,中性
音响外面装也就五千块钱,中性
要什么配置不能装,中性
"买上红旗,妹子不缺了",正向
这轮胎没事,中性
前脸直瀑式,中性
"太庄重了,",负向
噪音很好,负向
"比较十多万,噪音还是大的",负向
网上说小毛病多,负向
最低配的还是别买了,负向
19寸轮胎,中性
胎噪更大,负向
"单是十九寸轮胎,档次就起来了",正向
 红旗有保值+1计划,中性
再说国产车有几个保值的,负向
想保值买日系 ,负向
更好看一点,正向
远程控制,中性
智联可以手机控制,中性
你要远程控制能替你开车吗,中性
"婚庆和商务接待,这车不错",正向
说实话用到的功能不超过3个,负向
氛围灯那玩意自己加装麻烦吗?,中性
就一个电动座椅能吸引我一点,正向
韵动版是智联的吧,中性
"韵动还多了感应后备箱,虽然没啥卵用",负向
好像说感应不太灵敏啊,负向
韵动主要有Boss音响,中性
为什么南京一点优惠都没有?感觉被坑啊?尤其是上牌费2500,负向
要是有个360全影像就好,中性
还有个没啥卵用的氛围灯,负向
韵动比智联灵动还多了副驾驶电动调节,正向
"轮毂倒是一样的,都是19",中性
性价比最高的应该就是智联灵动了,正向
买智联灵动不如买灵动的,负向
有座椅通风 ,正向
B格什么的都有了,正向
"还有倒车影像,前雷达",中性
"享动就多了真皮座椅,全景天窗,座椅通风",中性
还有360倒车影像,中性
感觉只有座椅通风实用点,正向
360可以加装,中性
免费加装还差不多,中性
价格多一万  不合适,负向
"如果优惠2W的话年底就下手,智联享动",中性
低配的够用了,正向
B格高点点,正向
有个倒车影像就够了,负向
应该可以免费加装,中性
"低配轮圈太小,看上去不够大气",负向
音质是真不错,正向
Bose音响可以加装吗,中性
音响可以,正向
灵动没倒车影像,中性
"换大号轮圈要加钱,不如买高一个配置",中性
"倒车影像什么的,加装也不贵啊",正向
"倒车影像什么的,加装也不贵啊",中性
我觉得紫色好看,正向
黑色霸气,正向
我觉得蓝色和黑色比较好看些,中性
金色也不错,中性
白色感觉拉低档次,中性
这个油耗如何 ,中性
百公里9油耗,中性
目前6700公里9油耗,中性
感觉不适合白色,中性
低配加装360倒车,中性
0.9一公里,中性
6毛多,中性
6毛多一公里,中性
360装高清的倒可视费用大概五千左右,中性
还不如直接倒车影像得了,负向
贷款没有利息的  没有手续费  红旗政策还是不错的,中性
低配没雷达,中性
哪里买差不多吧  优惠力度都差不多,中性
 你油耗是怎么算的,中性
一般优惠1万  ,中性
油耗车上有显示,中性
百公里油耗,中性
广州这里说给我1.2万优惠,中性
今天哪里试驾的,中性
送我到车影像,中性
优惠才40005000我这里,负向
如果不要GPS就完美了,中性
15万送了个倒车影像,中性
"不要gps了,手机导航更好使了哈哈",中性
Gps挺丑的,负向
后期可以装的,中性
 你砍了多少优惠,中性
GPS是监控你的车的吧,中性
经常没有信号,中性
红旗这个智联系统没啥用  ,中性
我感觉红旗的触摸屏反应太慢,负向
我觉得学生开蓝色的不错,中性
 听歌能同时导航吗,中性
"买个蓝色的,骚气",正向
可以听歌可以导航,正向
我觉得黑色的好看,正向
"蓝色显得年轻,银色显得庄重",中性
现在买的好像自带的是高得地图,中性
我买的时候是自带百度地图  ,中性
没信号,中性
我是自己手机导航的,中性
我喜欢蓝色银色,中性
我觉得黑色更好看,中性
我是黑色  其实买啥颜色都会后悔  怎么没买另一个颜色,中性
蓝色听说会褪色,负向
蓝色久了就不好看了,中性
现在买车白色的太多了,中性
不知道内饰油耗怎么样    外观十分霸气,正向
"红旗基本优惠都在一万以上,关键还是看人",中性
我个人还是更喜欢7这种内饰.,正向
红旗4年免费保养终身质保 终身不限公里数救援 诚意十足 值得购买,正向
"我买的红旗,建议帕萨特.考虑外观的话红旗不错",正向
红旗比帕萨特费油别的全部干的他出血.,负向
"车是你自己开的,要看你自己的内心真实选择,我愿意支持国产,我家人比较支持我,毕竟车是我开的,我个人想法选择红旗,不过我现在想等一等H5的运动版",正向
"必须帕萨特省油动力好2,0T湿式双离合,1,4T是干式双离合,高速不到6个油我的330精英",正向
"买红旗吧,起码比帕沙特便宜不少,油耗能高多少?回头率也不错",正向
红旗很不错,正向
任何一款同价位的中型车都比新款帕萨特好 为什么要买帕萨特呢 阿特兹 金牛座 红旗H5随便一个都比帕萨特好很多,负向
"帕萨特产品力很强的,红旗也可以",正向
红旗车主目前800多公里 谈谈我的感受:动力足够 起步只要舍得踩 嗷嗷叫 要是温柔点踩 有一秒左右的延迟 .油耗:市区上下班基本上145个油 国道 省道78个 高速5个油 偶尔还会4.9个油 都是开空调的情况下!外观 木的说 逼格绝对够,正向
果断帕萨特,正向
"看配置,同等的话买H5把",正向
"价钱不一样啊,贵的好",中性
"当然买帕萨特,还用选吗?买红旗你钱多呀",中性
红旗H5这个配置应该算是同级车中的标准配置,中性
"纯看性价比的话,肯定是红旗H5高",正向
"搜了下配置,红旗H5的配置和品质不低",正向
"其实就目前看到的来说,红旗H5做的已经足够出色",正向
看介绍红旗H5身上还有许多高科技的配置,正向
红旗H5这车目前表现出来的水准远远不是这点销量能够说明,正向
"这款车目前在南昌的话,是没有任何优惠的,所以他的裸车价格还是在16万多,全款购车的话,落地价大概在18万多.",中性
四五十左右顿挫严重.,负向
H5能有这个成绩至少在自主品牌里表现是比较强力的.,正向
国产车质量还是很好的啦,正向
没问题不存在,负向
"本来就是啊,哪个车没毛病,百十万上千万的跑车还自燃呢",负向
都开了五年没毛病的,负向
"这些都是看运气,小问题多少都有",中性
我这最多人开就是吉利,负向
at 吉利博越pro想买,负向
..谁买车主要是看质量呢?,正向
油耗高啊,正向
我感觉就不是车的问题,负向
心态问题,负向
是钱的问题,正向
在贵的车也会有问题,负向
我感觉我的挖土机质量就是不错,正向
是面子问题,负向
"坦克质量也不错,还倍有面子",正向
"有些人跪久了膝盖长了根,站不起来了",负向
天天都要修,正向
"我公司就三台国产,一台五菱面包车,一台比亚迪唐混动,一台我的红旗,其它要不就是BBA,要不就是本子车!",负向
红旗不丢面,正向
你BBA在怎么多问题都是有人买,负向
没有哪个是没有问题的,中性
我们营猛士车也老修,负向
哪辆红旗都没有带4个话筒的好看,正向
我表姑的奔驰有时出问题了修起来可头疼了,中性
你们不去当销售都可惜了,负向
你没见识过不代表这是吹牛,负向
bba出了问题确实麻烦,负向
"我同事的A6也经常有问题,随车常备机油一瓶!",负向
有问题,负向
就连螺丝都得用专业工具,负向
红旗好像也没有那么不堪吧,正向
你是旅修理所的吧?,负向
是个车都能开五年,中性
这是买了个祖宗,负向
十年都行,正向
我们营驾驶员都是只开本专业的车辆,正向
"反正有专门管车的车辆主管,不用他自己去修!",负向
"我老板的S350偶尔也有问题,看到他不开的时候要不就是保养要不就是处理问题了!",负向
"我记得前两年有个奔驰哥高速巡航故障,冲卡收费站,四儿子店检测说没毛病,好像说是驾驶员操作问题,奔驰哥全责,现在我忽然好像相信奔驰哥了",负向
负面新闻很多啊,负向
我感觉红旗可以了,正向
比大众好一点,正向
"大众也就CC往上还能看,其他的都简配成啥样了",负向
"买红旗的,当兵退伍的还不少!",中性
家里出了点就买了呗,中性
一个人太吃力,负向
"讲真,安徽的兄弟准备买车的来我这买,优惠力度大,介绍送的油卡平分",正向
不值钱,负向
以后再说啰,正向
这年轻人家里趁钱,负向
只对车感兴趣,正向
at 车毕竟只是代步工具,中性
h5这车咋样啊表情,中性
20个油,中性
我百公里58油,负向
我表叔q7一公里三块钱,负向
我一公里3.2块,负向
我表大爷路虎一公里45块,负向
"我宇通,一公里五块五柴油CQ:emoji",负向
v8双涡轮增压,中性
60台,中性
普通人买不到,负向
几百万吧,中性
500万左右吧,中性
1400匹马力,负向
1.9秒破百,正向
at q7一公里3元?,负向
福特撼路者也不错,正向
对比一下还是urv帅.我给大哥推urv吧CQ:emoji,正向
表情表情表情撼路者看着特别大,正向
二十多万车挺多的,中性
"油门还没反应,人家尾灯都看不到了",负向
跟老路虎似的.,负向
多跑几家店看看实车,中性
"冠道,途昂都不稀罕搞得我贼心累",负向
要是音响可以加装就好了,负向
这车保险在5800左右,中性
影响质保的,负向
4.9肯定耗油,负向
这么贵,负向
这还贵,正向
你是没买过新车保险,负向
我说四米九D83DDE05D83DDE05D83DDE05,中性
确实耗油,负向
比凯迪拉克耗油,负向
估计得九个油,中性
这车啥都好..就是费油,负向
沃尔沃发动机不行,负向
我觉着现在.国产车发动机越来越好了,正向
好羡慕啊!爱车终于到手了,正向
毕竟b级车,正向
17年买了阿特兹保险交了一共7200D83DDE05,中性
+交强950  +120 税D83DDE05,中性
"保险不管他,",中性
HS5进入销量前十了唯一的自主车,正向
倒车影像才480元,中性
原厂的就在店里装,中性
按揭要交盗抢险呢!,中性
必须贷款.,负向
 你这相当于3个月才提车啊,负向
这车小地方想买是不是要直接放弃店保养了D83DDE05,负向
试驾后.感觉现在开的车就是拖拉机,负向
"五菱神车,飞一般的感觉",正向
车今天刚到,中性
"这两张图会火,比日产还脆皮.",负向
连网络没反应,负向
基本没有优惠,负向
想优惠的等明年在入手,负向
买这车估计找4s保养都找不到吧,负向
买的四驱中配  和两驱中配多,中性
"我在浙江都见不到开红旗的,拼凑车,看是好看不敢买",负向
观望中,中性
快2个月了136一直不降高速118Text,负向
开车不是为了降油耗的Text,正向
油耗不降不开心Text,负向
一直跑高速没事多跑几圈肯定降Text,正向
